id,1,2,3,4,5,6,7,8,9,10
62,0.262835,0.501063,0.762289,1.015266,1.266153,1.526658,1.765466,2.028058,2.278919,2.525023
63,0.236682,0.475891,0.705971,0.939121,1.164748,1.394463,1.62502,1.846525,2.071369,2.275436
64,0.575075,1.157019,1.736461,2.29011,2.861571,3.416806,3.976159,4.551998,5.10005,5.675795
65,0.167532,0.341347,0.517708,0.670014,0.820578,0.974935,1.140501,1.306856,1.440286,1.608154
66,0.129491,0.260154,0.39168,0.524959,0.659774,0.794691,0.929545,1.06336,1.197667,1.334278
67,0.243242,0.486529,0.693766,0.91143,1.143081,1.373986,1.593673,1.824235,2.045919,2.264914
68,0.09949,0.195379,0.294879,0.394541,0.493248,0.592334,0.690742,0.789816,0.889641,0.988196
69,0.212494,0.427673,0.643603,0.862196,1.075623,1.289843,1.5061,1.710303,1.918588,2.131094
70,0.487498,0.967636,1.450393,1.898441,2.315943,2.782675,3.214586,3.606157,4.048279,4.490692
71,0.073464,0.148414,0.223609,0.29653,0.370403,0.446218,0.521282,0.598388,0.675194,0.751917
72,0.101125,0.203438,0.307815,0.416465,0.519734,0.624866,0.729478,0.83483,0.939102,1.042272
73,0.295914,0.5649,0.851716,1.091707,1.354735,1.638438,1.932246,2.195623,2.449756,2.749466
74,0.372016,0.705903,1.071465,1.431001,1.798131,2.182279,2.556705,2.942482,3.302992,3.6345
75,0.311721,0.5966,0.888453,1.194484,1.518893,1.808099,2.069105,2.326596,2.636732,2.938911
76,0.40849,0.823258,1.234473,1.618476,1.985538,2.405214,2.756085,3.159554,3.582795,4.002342
77,0.179925,0.355898,0.533511,0.713722,0.890237,1.067866,1.242882,1.420308,1.599422,1.775544
78,0.077213,0.154266,0.23204,0.310684,0.390208,0.467868,0.545608,0.62331,0.700211,0.777511
79,0.17906,0.357973,0.532021,0.707103,0.882946,1.053861,1.225903,1.40339,1.580078,1.756963
80,0.120585,0.242142,0.363161,0.484318,0.605771,0.726979,0.84504,0.961331,1.079551,1.199987
81,0.071688,0.146435,0.217414,0.28999,0.361486,0.431739,0.502798,0.576691,0.649207,0.72
82,0.584716,1.199715,1.802505,2.381906,2.993885,3.613275,4.230767,4.858399,5.479488,6.081406
83,0.958619,1.924141,2.87349,3.814547,4.761034,5.704973,6.66425,7.638638,8.608288,9.614967
84,0.137814,0.277623,0.419444,0.561382,0.701866,0.842793,0.980479,1.1172,1.254726,1.394674
85,0.218466,0.456261,0.678405,0.894065,1.115943,1.338492,1.559359,1.796015,2.033183,2.266459
86,0.148313,0.29825,0.44301,0.584479,0.730708,0.871825,1.017562,1.162945,1.311825,1.460814
87,0.361961,0.737731,1.109397,1.481191,1.853774,2.182231,2.553159,2.919909,3.285641,3.665315
88,0.10004,0.202202,0.301131,0.401135,0.502412,0.600784,0.703234,0.803233,0.905274,1.007982
89,0.165225,0.334922,0.496348,0.658629,0.817949,0.979334,1.144611,1.309721,1.468471,1.627531
90,0.494052,1.02273,1.527546,2.048003,2.50131,2.905314,3.391434,3.902806,4.395794,4.860675
91,0.131732,0.260116,0.392884,0.524514,0.654448,0.785539,0.914721,1.046389,1.176062,1.30644
92,0.135432,0.271483,0.41042,0.551791,0.693987,0.83209,0.972578,1.10889,1.249754,1.390995
93,0.216799,0.439041,0.654794,0.86486,1.076784,1.29026,1.505283,1.732897,1.950485,2.177938
94,0.15291,0.306809,0.458895,0.612449,0.76431,0.917564,1.070145,1.224168,1.376366,1.531353
95,0.198214,0.401654,0.642514,0.892077,1.147936,1.416549,1.634486,1.875799,2.118411,2.355159
96,0.434343,0.827753,1.110988,1.522378,1.875273,2.219343,2.638086,3.029072,3.429799,3.769982
97,0.11481,0.231852,0.349712,0.467459,0.58189,0.695027,0.810157,0.925654,1.042075,1.156406
98,0.176445,0.351278,0.526512,0.700837,0.869412,1.046609,1.218985,1.388004,1.557908,1.723988
99,0.094073,0.189528,0.28325,0.378983,0.474813,0.570052,0.663098,0.755607,0.850321,0.942262
100,0.092027,0.1826,0.270608,0.361853,0.452093,0.540194,0.632067,0.721073,0.812886,0.903656
101,0.56547,1.145692,1.583369,2.09653,2.649986,3.236567,3.791567,4.354508,4.929032,5.496772
102,0.175536,0.327074,0.480641,0.61379,0.775657,0.95218,1.131169,1.312004,1.484428,1.655519
103,0.059692,0.119065,0.177862,0.236785,0.295056,0.353662,0.411849,0.470247,0.529478,0.588684
104,0.236947,0.482575,0.721457,0.95342,1.223886,1.48771,1.720489,1.972278,2.205221,2.4472
105,0.232318,0.463395,0.695802,0.996274,1.316504,1.574208,1.918396,2.270755,2.571682,2.902152
106,0.129339,0.258709,0.382583,0.511215,0.633951,0.761445,0.889426,1.01677,1.144163,1.269727
107,0.157239,0.311503,0.469814,0.62735,0.787779,0.941733,1.099612,1.262065,1.424246,1.585595
108,0.109306,0.2202,0.32642,0.433324,0.542022,0.65017,0.756772,0.863536,0.971151,1.076559
109,0.326087,0.659937,0.986303,1.326656,1.655342,1.979346,2.311231,2.649143,2.988243,3.317818
110,0.191751,0.381532,0.572963,0.762032,0.949231,1.1427,1.329837,1.523018,1.710224,1.899009
111,0.161008,0.319989,0.480482,0.641136,0.802573,0.959891,1.120731,1.281867,1.442091,1.59847
112,0.408095,0.804996,1.206799,1.605832,2.026943,2.415902,2.830205,3.238228,3.650203,4.071551
113,0.663326,1.329582,1.993787,2.663955,3.334039,3.992972,4.5944,5.220099,5.876289,6.532831
114,0.371192,0.701311,1.031949,1.366914,1.713106,2.056829,2.396409,2.735502,3.0772,3.427492
115,0.13626,0.272559,0.409357,0.54588,0.681989,0.81649,0.952582,1.090989,1.22832,1.364015
116,0.178891,0.355011,0.535311,0.713088,0.893695,1.073148,1.250214,1.425252,1.602046,1.778655
117,0.644025,1.285087,1.972836,2.633737,3.270135,3.944173,4.606973,5.259498,5.897855,6.553731
118,0.202992,0.402043,0.601236,0.802584,1.002168,1.201397,1.403986,1.60474,1.79885,1.999256
119,0.120903,0.238594,0.355591,0.470274,0.58673,0.702197,0.818021,0.931755,1.051457,1.175674
120,0.094614,0.187197,0.278827,0.372515,0.465948,0.55897,0.651854,0.747986,0.843143,0.939072
121,0.826899,1.651843,2.466614,3.278517,4.103191,4.911955,5.714817,6.508153,7.326642,8.124213
122,0.157451,0.317072,0.475884,0.638143,0.799115,0.959522,1.120371,1.282153,1.440932,1.599535
123,0.485554,0.969693,1.454647,1.921221,2.380013,2.862152,3.35355,3.822776,4.312888,4.801039
124,0.166524,0.329809,0.494097,0.660018,0.824906,0.990037,1.155992,1.321034,1.486262,1.651782
125,0.181599,0.363543,0.542899,0.723904,0.905766,1.090191,1.272313,1.457568,1.642746,1.827775
126,0.410935,0.82447,1.243001,1.653144,2.062676,2.4695,2.873809,3.278634,3.678196,4.089306
127,0.213671,0.423854,0.641641,0.848491,1.062509,1.277277,1.49634,1.711224,1.926362,2.137183
128,0.402572,0.799513,1.189864,1.55867,1.94205,2.316732,2.676158,3.064943,3.44608,3.845832
129,0.118362,0.235629,0.35409,0.473713,0.591486,0.711056,0.828047,0.946111,1.064452,1.18321
130,0.257846,0.51304,0.771417,1.02726,1.281514,1.542762,1.796617,2.051164,2.314878,2.581966
131,0.119017,0.233551,0.350756,0.470802,0.587524,0.705026,0.823622,0.939352,1.05543,1.171925
132,0.198151,0.409996,0.619494,0.824288,1.03968,1.255054,1.47281,1.688046,1.900933,2.110226
133,0.471994,0.959564,1.373656,1.846908,2.29456,2.701062,3.126109,3.54828,4.025739,4.52023
134,0.194755,0.378243,0.550643,0.725677,0.902157,1.08127,1.265579,1.437785,1.610054,1.788237
135,0.153281,0.308841,0.467794,0.625958,0.783493,0.946189,1.105637,1.264273,1.426752,1.585997
136,0.186866,0.372611,0.555634,0.745152,0.933863,1.116125,1.306066,1.492987,1.67367,1.854669
137,0.566106,1.123307,1.608357,2.169292,2.712186,3.270813,3.855473,4.447031,5.053674,5.564655
138,0.145814,0.292779,0.435633,0.577107,0.727202,0.874624,1.020402,1.176276,1.317109,1.461185
139,0.076996,0.154375,0.233376,0.311091,0.390638,0.468804,0.548373,0.628064,0.705523,0.78328
140,0.350376,0.638106,0.971335,1.317079,1.658084,2.001704,2.323361,2.66388,2.998848,3.347471
141,0.43189,0.850727,1.268393,1.686295,2.105006,2.529112,2.954271,3.382155,3.801862,4.229266
142,0.110736,0.222279,0.332672,0.444441,0.555259,0.665353,0.775216,0.883723,0.994519,1.103416
143,0.348873,0.69674,1.044622,1.393493,1.703414,1.955987,2.290318,2.650213,3.014644,3.368389
144,0.130283,0.260809,0.38963,0.520587,0.652167,0.78398,0.912528,1.042213,1.170522,1.3008
145,0.362644,0.72052,1.064342,1.416005,1.771247,2.127043,2.48321,2.800552,3.148886,3.418847
146,0.210527,0.422045,0.594343,0.750537,0.907406,1.116213,1.325496,1.535982,1.747631,1.958122
147,0.129271,0.256698,0.38803,0.517234,0.648579,0.772722,0.898473,1.024599,1.15588,1.282888
148,0.347964,0.68826,1.031379,1.374053,1.721366,2.071217,2.408277,2.754804,3.0956,3.43436
149,0.647228,1.289947,1.917656,2.537792,3.180006,3.807605,4.430097,5.061292,5.703451,6.296549
150,0.160406,0.321303,0.478985,0.636201,0.794574,0.951647,1.111492,1.263001,1.419074,1.578685
151,0.576259,1.151838,1.718596,2.192991,2.671994,3.183345,3.708951,4.284345,4.854176,5.429023
152,0.140989,0.287762,0.42398,0.56098,0.704559,0.848124,1.001711,1.147305,1.291703,1.43873
153,0.124918,0.252411,0.380304,0.503995,0.63353,0.758521,0.879213,0.994451,1.112906,1.2285
